S.No,Scheme ID,Scheme Name,District,Block,T/W Vendor,No Of T/W,Drilling Depth,Pin-Point Date,Drilling Status,T/W Drill Start Date,T/W Drill End Date,T/W Logging Status,Logging Date,T/W Assembly Qty. (in nos.),T/W Assembly Size (mm),T/W Lowering Status,T/W Lowering Date,Gravel Requirement (Cum),T/W Gravel Status,Compressor Size Required (PSI),Compressor Hours Required,T/W Compressor Status,Compressor Completion Date,OP Unit Size (Cusec),OP Unit Hours,T/W OP Status,OP Unit Completion Date,Water Sample Status,Water Sample Approval Date,Remark,No of OHT,OHT Capacity (KL),Staging (m),SBC Vendor,SBC Sample Status,SBC Report Status,SBC Value,OHT Design Vendor,Design Approval Status,Drawing Availability Status,OHT Vendor,OHT Excavation Status,OHT PCC Status,OHT Footing Status,OHT Column Casting Status ,OHT Bracing Status,OHT Top Dome Casting Status,OHT Lower Dome Status,OHT Platform Casting Status,ZA Tank Installation Status,OHT Pipe Work Status,OHT Hydrostatic Test,No. of Pumps,Pump Capacity,Pump Head,Pumping Plant (LPM),Rising Main (m),Power Capacity,Power Source,DG Capacity (KVA),Pump House Vendor,Pump House Excavation Status,P/H PCC Base Status,P/H RCC Status,P/H Plastering Status,P/H Flooring Status,Pump Lowering Status,Pump House EM Work Status,Distribution Network Vendor Name,Distribition System Length,D/N Excavation Status,D/N Excavation (m),D/N Pipe Laying Status,D/N Pipe Laying (m),D/N Road Restoration Status,No of FHTC to be Installed,FHTC Installation Count,Boundary Wall Vendor Name,B/W Layout Demarcation Status,B/W Excavation Status,PCC Work Status,B/W Brick Work Status,B/W Column Casting Status,B/W Gate Installation Status
137,20088188,Toderpur,Ghazipur,Varachavar,Bajrang Bali Group,1,360,10/05/2023,Completed,12/06/2023,13/06/2023,Completed,14/06/2023,1,200X150,Completed,20/06/2023,97,Completed,600,60,WIP,WIP,1,100,Not Available,Not Started,To be taken,Not Approved,,1,150,14,Manohar,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,43,490,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Garrison Infra,9947,WIP,2846,WIP,,Not Started,495,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
138,20088191,Poota,Ghazipur,Deokali,Shakti Infra Pvt Ltd,1,220,07/05/2023,Completed,11/05/2023,12/05/2023,Completed,13/05/2023,1,200X200,Completed,20/05/2023,69,Completed,600,60,WIP,WIP,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,14,Manohar,Collected,Awaited,,ATLC,Approved,Available,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,43,550,40,16,Solar,15,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Shakti Infra Pvt Ltd,12112,WIP,2748,WIP,2748,Not Started,684,Not Started,Shakti Infra Pvt Ltd  ,Completed,Completed,Completed,WIP,Not Started ,Not Started
139,20088195,Sulemapur,Ghazipur,Mardah,,1,360,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,97,Not Available,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Shah & Pant,Collected,Submitted,8,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,39,410,35,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6343,Not Started,,Not Started,,Not Started,411,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
140,20088202,Hasanpur,Ghazipur,Kasimabad,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,75,12,Shah & Pant,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,5,39,190,35,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8224,Not Started,,Not Started,,Not Started,376,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
141,20088204,Dudhaura,Ghazipur,Kasimabad,Durgesh Work Constructors,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Shah & Pant,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,5,38,240,35,7.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,11620,Not Started,,Not Started,,Not Started,482,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
142,20088207,Chaura Bogh,Ghazipur,Mardah,,1,360,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,97,Not Available,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Shah & Pant,Collected,Submitted,9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,39,480,35,16,Solar,15,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6591,Not Started,,Not Started,,Not Started,449,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
143,20088209,Asana,Ghazipur,Kasimabad,Durgesh Work Constructors,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,150,12,Shah & Pant,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,39,500,35,16,Solar,40,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,9972,Not Started,,Not Started,,Not Started,465,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
144,20088211,Bhadasa,Ghazipur,Kasimabad,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Shah & Pant,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,280,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,14127,Not Started,,Not Started,,Not Started,685,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
145,20088214,Malehun,Ghazipur,Mardah,,1,360,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,97,Not Available,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Shah & Pant,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,39,260,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,13387,Not Started,,Not Started,,Not Started,590,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
146,20088219,Iakra,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,0.5,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,WSD,Collected,Submitted,14.48,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,280,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,10626,Not Started,,Not Started,,Not Started,545,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
147,20088221,Sardarpur,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,WSD,To be taken,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,41,310,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15151,Not Started,,Not Started,,Not Started,641,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
148,20088224,Sarsauli,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,WSD,Collected,Submitted,11.36,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,380,40,16,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,6078,Not Started,,Not Started,,Not Started,396,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
149,20088225,Mangari,Ghazipur,Sadat,,1,100,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X300,Not Started,Not Started,33,Not Available,250,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,14,WSD,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,43,330,40,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,27254,Not Started,,Not Started,,Not Started,765,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
150,20088227,Shiwari Khas,Ghazipur,Varachavar,Radianz Enlightenment Pvt Ltd,1,360,26/04/2023,Completed,09/05/2023,18/05/2023,Completed,21/05/2023,1,200X150,Completed,31/05/2023,97,Completed,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,12,Manohar,Collected,Submitted,13.99,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,WIP,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,430,40,16,Solar,15,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,10456,WIP,2749,WIP,,Not Started,476,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
151,20088229,Shakhpur,Ghazipur,Deokali,Shakti Infra Pvt Ltd,1,220,10/06/2023,Completed,10/06/2023,15/06/2023,Completed,17/06/2023,1,200X150,Completed,23/06/2023,59,Completed,600,60,Not Available,Not Started,0.5,100,Not Available,Not Started,To be taken,Not Approved,,1,75,12,Manohar,Collected,Submitted,12.36,ATLC,Approved,Available,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,40,200,40,15,Electricity,0,Shakti Infra Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Shakti Infra Pvt Ltd,13145,Not Started,,Not Started,,Not Started,480,Not Started,Shakti Infra Pvt Ltd  ,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
152,20088257,Gopolpur,Ghazipur,Virno,,1,360,13/07/2023,WIP,15/07/2023,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,96.37,Not Available,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,16,Anavaya,Collected,Submitted,17.2,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,48,540,35,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12963,Not Started,,Not Started,,Not Started,452,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
153,20088258,Shekhupur,Ghazipur,Virno,Subhash Enterprises,1,200,07/07/2023,Completed,08/07/2023,15/07/2023,Completed,16-Jul-23,1,200X150,Not Started,Not Started,96.37,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,14,Anavaya,Collected,Submitted,14.1,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,45,340,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,17419,Not Started,,Not Started,,Not Started,612,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
154,20088261,Bahalolpur & Tanti,Ghazipur,Virno,,1,360,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,96.37,Not Available,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Anavaya,Collected,Awaited,,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,47,360,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,15134,Not Started,,Not Started,,Not Started,613,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
155,20088263,Chak Abdul Wahab & Sohilapur,Ghazipur,Ghazipur,Radianz Enlightenment Pvt Ltd,1,200,03/06/2023,Completed,05/06/2023,09/06/2023,Completed,14/06/2023,1,200X200,Completed,17/06/2023,62.76,Completed,350,60,WIP,WIP,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,14,Anavaya,Collected,Awaited,,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,45,340,35,10,Electricity,0,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,16221,Not Started,,Not Started,,Not Started,630,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
156,20088275,Newadaa,Ghazipur,Virno,,1,360,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,96.37,Not Available,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,100,12,Anavaya,Collected,Submitted,12.9,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,44,280,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,8110,Not Started,,Not Started,,Not Started,618,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
157,20088277,Bikapur & Mishrauliya,Ghazipur,Ghazipur,Radianz Enlightenment Pvt Ltd,1,200,08/07/2023,Completed,13/07/2023,15/07/2023,Completed,16-Jul-23,1,200X200,Not Started,Not Started,62.76,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,18,Anavaya,Collected,Submitted,10.8,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,50,510,35,12.5,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,22930,Not Started,,Not Started,,Not Started,951,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
158,20088280,Bantara,Ghazipur,Virno,,1,360,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X150,Not Started,Not Started,96.37,Not Available,600,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Anavaya,Collected,Submitted,13.5,ATLC,Approved,Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,7.5,47,320,35,10,Electricity,0,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,11069,Not Started,,Not Started,,Not Started,564,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
159,20088281,Nasrabad,Ghazipur,Bhanwarkol,,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,300X150,Not Started,Not Started,56.5,Not Available,350,60,Not Available,Not Started,3,120,Not Available,Not Started,To be taken,Not Approved,,1,200,18,Manohar,To be taken,Awaited,,ATLC,Not Started,Not Available,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,47,640,40,19.5,Solar,20,,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,,12635,Not Started,,Not Started,,Not Started,519,Not Started,,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
160,20088282,Tandwa M. Kajipur Siraj & Asmanichak urf Malichak,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,Not Found,Not Started,Not Started,Not Started,Not Started,Not Started,1,200X200,Not Started,Not Started,63,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,175,12,Manohar,To be taken,Awaited,,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,10,41,530,40,16,Solar,15,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,13743,Not Started,,Not Started,,Not Started,425,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
161,20088287,Chakjalal Kuwari urf Mohanpura & Toderpur urf Partapur,Ghazipur,Mohammadabad,Radianz Enlightenment Pvt Ltd,1,200,27/06/2023,Completed,07/07/2023,12/07/2023,Completed,13-Jul-23,1,200X200,Not Started,Not Started,63,Not Available,350,60,Not Available,Not Started,1,120,Not Available,Not Started,To be taken,Not Approved,,1,125,16,Manohar,To be taken,Awaited,,ATLC,Approved,Available,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,1,12.5,45,470,40,19.5,Solar,20,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Not Started,Radianz Enlightenment Pvt Ltd,7639,Not Started,,Not Started,,Not Started,452,Not Started,Radianz Enlightenment Pvt Ltd,Not Started,Not Started,Not Started,Not Started,Not Started ,Not Started
